text,font_size,bold,italic,y_position,page_number,label,lang
amended population and diagram,9.960000038146973,0,0,174.59298706054688,2,Other,en
0.7,9.960000038146973,0,0,186.83297729492188,2,Other,en
11 DEC 2013,9.960000038146973,0,0,186.83297729492188,2,Other,en
Amended Business Outcomes and Chapters matching,9.960000038146973,0,0,186.83297729492188,2,Other,en
0.8,9.960000038146973,0,0,199.07302856445312,2,Other,en
20 DEC 2013,9.960000038146973,0,0,199.07302856445312,2,Other,en
Working group updates on 0.7,9.960000038146973,0,0,199.07302856445312,2,Other,en
1.0,9.960000038146973,0,0,211.31301879882812,2,Other,en
31 MAY 2014,9.960000038146973,0,0,211.31301879882812,2,Other,en
GA release for Agile Extension,9.960000038146973,0,0,211.31301879882812,2,Other,en
Version 2014,9.960000038146973,0,0,718.6878662109375,2,Other,en
Page 3 of 12,9.960000038146973,0,0,718.6878662109375,2,Other,en
"May 31, 2014",9.960000038146973,0,0,718.6878662109375,2,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,2,Other,en
..........................................................................................................................................,9.960000038146973,1,0,143.08279418945312,3,Other,en
........................................................................................................................................,9.960000038146973,1,0,160.48294067382812,3,Other,en
............................................................................,9.960000038146973,1,0,178.00259399414062,3,Other,en
...............................................................,9.960000038146973,1,0,195.52224731445312,3,Other,en
.....................................................................................................................,9.960000038146973,1,0,213.11160278320312,3,Other,en
............................................................................................................,9.960000038146973,1,0,213.11160278320312,3,Other,en
...................................................................................................................,9.960000038146973,1,0,213.11160278320312,3,Other,en
...................................................................................................................,9.960000038146973,1,0,213.11160278320312,3,Other,en
...................................................................................................,9.960000038146973,1,0,213.11160278320312,3,Other,en
......................................................................................................................,9.960000038146973,1,0,213.11160278320312,3,Other,en
.........................................,9.960000038146973,1,0,288.0905456542969,3,Other,en
.................................................................................................................,9.960000038146973,1,0,305.6799011230469,3,Other,en
....................................................................................................................................,9.960000038146973,1,0,305.6799011230469,3,Other,en
..........................................................................................................................................,9.960000038146973,1,0,334.5340270996094,3,Other,en
.............................................................................................................................,9.960000038146973,1,0,352.1233825683594,3,Other,en
.......................................................................................................,9.960000038146973,1,0,352.1233825683594,3,Other,en
International,9.960000038146973,0,0,36.933013916015625,3,Other,en
Overview,12.0,0,0,36.933013916015625,3,Title,en
Software Testing,9.960000038146973,0,0,36.933013916015625,3,Other,en
Foundation Level Extension – Agile Tester,12.0,0,0,56.733001708984375,3,Other,en
Qualifications,9.960000038146973,0,0,56.733001708984375,3,Other,en
"<image: DeviceRGB, width: 200, height: 143, bpc: 8>",12.0,0,0,31.700023651123047,3,Other,en
Board,9.960000038146973,0,0,59.972991943359375,3,Other,en
Table of Contents,15.960000038146973,1,0,106.30280303955078,3,Other,en
Revision History,9.960000038146973,1,0,143.08279418945312,3,Other,en
3,9.960000038146973,1,0,143.08279418945312,3,Other,en
Table of Contents,15.960000038146973,1,0,160.48294067382812,3,Other,en
4,9.960000038146973,1,0,160.48294067382812,3,Other,en
1.,9.960000038146973,1,0,178.00259399414062,3,Other,en
Introduction to the Foundation Level Extensions,9.960000038146973,1,0,178.00259399414062,3,Other,en
6,9.960000038146973,1,0,178.00259399414062,3,Other,en
2.,9.960000038146973,1,0,195.52224731445312,3,Other,en
Introduction to Foundation Level Agile Tester Extension,9.960000038146973,1,0,195.52224731445312,3,Other,en
7,9.960000038146973,1,0,195.52224731445312,3,Other,en
2.1,9.960000038146973,0,0,213.11160278320312,3,Other,en
Intended Audience,9.960000038146973,0,0,213.11160278320312,3,Other,en
7,9.960000038146973,1,0,213.11160278320312,3,Other,en
2.2,9.960000038146973,0,0,213.11160278320312,3,Other,en
Career Paths for Testers,9.960000038146973,0,0,213.11160278320312,3,Other,en
7,9.960000038146973,1,0,213.11160278320312,3,Other,en
2.3,9.960000038146973,0,0,213.11160278320312,3,Other,en
Learning Objectives,9.960000038146973,0,0,213.11160278320312,3,Other,en
7,9.960000038146973,1,0,213.11160278320312,3,Other,en
2.4,9.960000038146973,0,0,213.11160278320312,3,Other,en
Entry Requirements,9.960000038146973,0,0,213.11160278320312,3,Other,en
8,9.960000038146973,0,0,213.11160278320312,3,Other,en
2.5,9.960000038146973,0,0,213.11160278320312,3,Other,en
Structure and Course Duration,9.960000038146973,0,0,213.11160278320312,3,Other,en
8,9.960000038146973,0,0,213.11160278320312,3,Other,en
2.6,9.960000038146973,0,0,213.11160278320312,3,Other,en
Keeping It Current,9.960000038146973,0,0,213.11160278320312,3,Other,en
9,9.960000038146973,0,0,213.11160278320312,3,Other,en
3.,9.960000038146973,1,0,288.0905456542969,3,Other,en
Overview of the Foundation Level Extension – Agile Tester Syllabus,12.0,0,0,288.0905456542969,3,Title,en
10,9.960000038146973,1,0,288.0905456542969,3,Other,en
3.1,9.960000038146973,0,0,305.6799011230469,3,Other,en
Business Outcomes,9.960000038146973,0,0,305.6799011230469,3,Other,en
10,9.960000038146973,1,0,305.6799011230469,3,Other,en
3.2,9.960000038146973,0,0,305.6799011230469,3,Other,en
Content,15.960000038146973,1,0,305.6799011230469,3,Other,en
10,9.960000038146973,1,0,305.6799011230469,3,Other,en
4.,9.960000038146973,1,0,334.5340270996094,3,Other,en
References,9.960000038146973,1,0,334.5340270996094,3,Other,en
12,9.960000038146973,1,0,334.5340270996094,3,Other,en
4.1,9.960000038146973,0,0,352.1233825683594,3,Other,en
Trademarks,9.960000038146973,0,0,352.1233825683594,3,Other,en
12,9.960000038146973,1,0,352.1233825683594,3,Other,en
4.2,9.960000038146973,0,0,352.1233825683594,3,Other,en
Documents and Web Sites,9.960000038146973,0,0,352.1233825683594,3,Other,en
12,9.960000038146973,1,0,352.1233825683594,3,Other,en
Version 2014,9.960000038146973,0,0,718.7114868164062,3,Other,en
Page 4 of 12,9.960000038146973,0,0,718.7114868164062,3,Other,en
"May 31, 2014",9.960000038146973,0,0,718.7114868164062,3,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,3,Other,en
International,9.960000038146973,0,0,36.933013916015625,4,Other,en
Overview,12.0,0,0,36.933013916015625,4,Title,en
Software Testing,9.960000038146973,0,0,36.933013916015625,4,Other,en
Foundation Level Extension – Agile Tester,12.0,0,0,56.733001708984375,4,Other,en
Qualifications,9.960000038146973,0,0,56.733001708984375,4,Other,en
"<image: DeviceRGB, width: 200, height: 143, bpc: 8>",12.0,0,0,31.700023651123047,4,Other,en
Board,9.960000038146973,0,0,59.972991943359375,4,Other,en
Acknowledgements,15.960000038146973,0,0,106.22300720214844,4,Other,en
This document was produced by a team from the International Software Testing Qualifications Board,9.960000038146973,0,0,143.15298461914062,4,Other,en
Foundation Level Working Group.,9.960000038146973,0,0,143.15298461914062,4,Other,en
The Agile Extension team thanks the review team and the National Boards for their suggestions and input.,9.960000038146973,0,0,177.59463500976562,4,Other,en
"At the time the Foundation Level Agile Extension Syllabus was completed, the Agile Extension Working",9.960000038146973,0,0,200.63211059570312,4,Other,en
"Group had the following membership: Rex Black (Chair), Bertrand Cornanguer (Vice Chair), Gerry",9.960000038146973,0,0,200.63211059570312,4,Other,en
"Coleman (Learning Objectives Lead), Debra Friedenberg (Exam Lead), Alon Linetzki (Business Outcomes",9.960000038146973,0,0,200.63211059570312,4,Other,en
"and Marketing Lead), Tauhida Parveen (Editor), and Leo van der Aalst (Development Lead).",9.960000038146973,0,0,200.63211059570312,4,Other,en
"Authors: Rex Black, Anders Claesson, Gerry Coleman, Bertrand Cornanguer, Istvan Forgacs, Alon",9.960000038146973,0,0,258.1510925292969,4,Other,en
"Linetzki, Tilo Linz, Leo van der Aalst, Marie Walsh, and Stephan Weber.",9.960000038146973,0,0,258.1510925292969,4,Other,en
"Internal Reviewers: Mette Bruhn-Pedersen, Christopher Clements, Alessandro Collino, Debra",9.960000038146973,0,0,292.5927734375,4,Other,en
"Friedenberg, Kari Kakkonen, Beata Karpinska, Sammy Kolluru, Jennifer Leger, Thomas Mueller, Tuula",9.960000038146973,0,0,292.5927734375,4,Other,en
"Pääkkönen, Meile Posthuma, Gabor Puhalla, Lloyd Roden, Marko Rytkönen, Monika Stoecklein-Olsen,",9.960000038146973,0,0,292.5927734375,4,Other,en
"Robert Treffny, Chris Van Bael, and Erik van Veenendaal.",9.960000038146973,0,0,292.5927734375,4,Other,en
"The team thanks also the following persons, from the National Boards and the Agile expert community,",9.960000038146973,0,0,350.0818786621094,4,Other,en
"who participated in reviewing, commenting, and balloting of the Foundation Agile Extension Syllabus: Dani",9.960000038146973,0,0,350.0818786621094,4,Other,en
"Almog, Richard Berns, Stephen Bird, Monika Bögge, Afeng Chai, Josephine Crawford, Tibor Csöndes,",9.960000038146973,0,0,350.0818786621094,4,Other,en
"Huba Demeter, Arnaud Foucal, Cyril Fumery, Kobi Halperin, Inga Hansen, Hanne Hinz, Jidong Hu, Phill",9.960000038146973,0,0,350.0818786621094,4,Other,en
"Isles, Shirley Itah, Martin Klonk, Kjell Lauren, Igal Levi, Rik Marselis, Johan Meivert, Armin Metzger, Peter",9.960000038146973,0,0,350.0818786621094,4,Other,en
"Morgan, Ninna Morin, Ingvar Nordstrom, Chris O’Dea, Klaus Olsen, Ismo Paukamainen, Nathalie Phung,",12.0,0,0,350.0818786621094,4,Other,en
"Helmut Pichler, Salvatore Reale, Stuart Reid, Hans Rombouts, Petri Säilynoja, Soile Sainio, Lars-Erik",9.960000038146973,0,0,350.0818786621094,4,Other,en
"Sandberg, Dakar Shalom,  Jian Shen, Marco Sogliani, Lucjan Stapp, Yaron Tsubery, Sabine Uhde,",9.960000038146973,0,0,350.0818786621094,4,Other,en
"Stephanie Ulrich, Tommi Välimäki, Jurian Van de Laar, Marnix Van den Ent, António Vieira Melo, Wenye",9.960000038146973,0,0,350.0818786621094,4,Other,en
"Xu, Ester Zabar, Wenqiang Zheng, Peter Zimmerer, Stevan Zivanovic, and Terry Zuo.",9.960000038146973,0,0,350.0818786621094,4,Other,en
"This document was formally approved for release by the General Assembly of the ISTQB® on May 31,",9.960000038146973,0,0,476.61376953125,4,Other,en
2014.,9.960000038146973,0,0,476.61376953125,4,Other,en
Version 2014,9.960000038146973,0,0,718.74169921875,4,Other,en
Page 5 of 12,9.960000038146973,0,0,718.74169921875,4,Other,en
"May 31, 2014",9.960000038146973,0,0,718.74169921875,4,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,4,Other,en
Qualifications Board,9.960000038146973,0,0,59.972991943359375,5,Other,en
"<image: DeviceRGB, width: 200, height: 143, bpc: 8>",12.0,0,0,31.700023651123047,5,Other,en
International,9.960000038146973,0,0,36.933013916015625,5,Other,en
Overview,12.0,0,0,36.933013916015625,5,Title,en
Software Testing,9.960000038146973,0,0,36.933013916015625,5,Other,en
Foundation Level Extension – Agile Tester,12.0,0,0,56.733001708984375,5,Other,en
1. Introduction to the Foundation Level Extensions,12.0,0,0,120.26298522949219,5,H1,en
This overview document is intended for anyone with an interest in the ISTQB Foundation Level,9.960000038146973,0,0,144.59298706054688,5,Other,en
Extensions who wants a high-level introduction to the leading principles and an overview of the individual,9.960000038146973,0,0,144.59298706054688,5,Other,en
extension syllabi.,9.960000038146973,0,0,144.59298706054688,5,Other,en
"From time to time, ISTQB will update this document to reflect any additional extensions that shall be",9.960000038146973,0,0,190.55844116210938,5,Other,en
"introduced for the Foundation Level, or to reflect major changes in existing ones. Publications of the",9.960000038146973,0,0,190.55844116210938,5,Other,en
updated document will be available on the ISTQB website.,9.960000038146973,0,0,190.55844116210938,5,Other,en
The ISTQB Foundation and Advanced Level syllabi have been defined and have been on the market for,9.960000038146973,0,0,236.67330932617188,5,Other,en
some time. New topics emerge due to technology and methodology changes in the market which often,9.960000038146973,0,0,236.67330932617188,5,Other,en
"are brought into the ISTQB program as new Expert Level syllabi. However, not all topics are suited for the",9.960000038146973,0,0,236.67330932617188,5,Other,en
"Expert Level. For this reason, the extension syllabi are established at the Foundation Level to expand the",9.960000038146973,0,0,236.67330932617188,5,Other,en
ISTQB program to incorporate new or updated knowledge. New extensions shall be discussed and,9.960000038146973,0,0,236.67330932617188,5,Other,en
"introduced by the ISTQB periodically. Extensions may be established at the Advanced Level as well, but",9.960000038146973,0,0,236.67330932617188,5,Other,en
that is beyond the scope of this document.,9.960000038146973,0,0,236.67330932617188,5,Other,en
The following Foundation Level Extension syllabus has been released:,9.960000038146973,0,0,328.6140441894531,5,Other,en
,9.960000038146973,0,0,328.6140441894531,5,Other,en
Agile Tester,9.960000038146973,0,0,328.6140441894531,5,Other,en
"In this document, each Foundation Level Extension syllabus is summarized and the associated Business",9.960000038146973,0,0,363.7728576660156,5,Other,en
Outcomes are stated. The Business Outcomes communicate what can be expected from a person who,9.960000038146973,0,0,363.7728576660156,5,Other,en
"achieves a Foundation Level Extension Certification in a particular subject area (e.g., Agile Tester), and",9.960000038146973,0,0,363.7728576660156,5,Other,en
will outline the benefits for companies that are considering the development of specific testing skills at this,9.960000038146973,0,0,363.7728576660156,5,Other,en
level.,9.960000038146973,0,0,363.7728576660156,5,Other,en
Version 2014,9.960000038146973,0,0,718.7276000976562,5,Other,en
Page 6 of 12,9.960000038146973,0,0,718.7276000976562,5,Other,en
"May 31, 2014",9.960000038146973,0,0,718.7276000976562,5,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,5,Other,en
Qualifications Board,9.960000038146973,0,0,59.972991943359375,6,Other,en
"<image: DeviceRGB, width: 200, height: 143, bpc: 8>",12.0,0,0,31.700023651123047,6,Other,en
International,9.960000038146973,0,0,36.933013916015625,6,Other,en
Overview,12.0,0,0,36.933013916015625,6,Title,en
Software Testing,9.960000038146973,0,0,36.933013916015625,6,Other,en
Foundation Level Extension – Agile Tester,12.0,0,0,56.733001708984375,6,Other,en
2. Introduction to Foundation Level Agile Tester Extension,12.0,0,0,120.26298522949219,6,H1,en
The certification for Foundation Level Extension – Agile Tester is designed for professionals who are,12.0,0,0,144.59298706054688,6,Other,en
working within Agile environments. It is also for professionals who are planning to start implementing,9.960000038146973,0,0,144.59298706054688,6,Other,en
"Agile methods in the near future, or are working within companies that plan to do so, The certification",9.960000038146973,0,0,144.59298706054688,6,Other,en
"provides an advantage for those who would like to know the required Agile activities, roles, methods, and",9.960000038146973,0,0,144.59298706054688,6,Other,en
methodologies specific to their role.,9.960000038146973,0,0,144.59298706054688,6,Other,en
2.1 Intended Audience,14.039999961853027,0,0,214.9669952392578,6,H2,en
The Foundation Level Extension – Agile Tester qualification is aimed at four main groups of professionals:,12.0,0,0,239.18301391601562,6,Other,en
1. Professionals who have achieved in-depth testing experience in traditional methods and would,9.960000038146973,0,0,239.18301391601562,6,H1,en
like to get an Agile Tester Certificate.,9.960000038146973,0,0,239.18301391601562,6,Other,en
"2. Junior professional testers who are just starting in the testing profession, have received the",9.960000038146973,0,0,239.18301391601562,6,H1,en
"Foundation Level certificate, and would like to know more about the tester’s role in an Agile",12.0,0,0,239.18301391601562,6,Other,en
environment.,9.960000038146973,0,0,239.18301391601562,6,Other,en
"3. Professionals who are relatively new to testing and are required to implement test approaches,",9.960000038146973,0,0,239.18301391601562,6,H1,en
methods and techniques in their day to day job in Agile projects.,9.960000038146973,0,0,239.18301391601562,6,Other,en
4. Professionals who are experienced in their role (including unit testing) and need more,9.960000038146973,0,0,239.18301391601562,6,H1,en
understanding and knowledge about how to perform and manage testing on all levels in Agile,9.960000038146973,0,0,239.18301391601562,6,Other,en
projects.,9.960000038146973,0,0,239.18301391601562,6,Other,en
"These professionals include people who are in roles such as testers, test analysts, test engineers, test",9.960000038146973,0,0,377.2186584472656,6,Other,en
"consultants, test managers, user acceptance testers, and software developers.",9.960000038146973,0,0,377.2186584472656,6,Other,en
This Foundation Level Extension – Agile Tester certification may also be appropriate for anyone who,12.0,0,0,411.7997741699219,6,Other,en
"wants a deeper understanding of software testing in the Agile world, such as project managers, quality",9.960000038146973,0,0,411.7997741699219,6,Other,en
"managers, software development managers, business analysts, IT directors, and management",9.960000038146973,0,0,411.7997741699219,6,Other,en
consultants.,9.960000038146973,0,0,411.7997741699219,6,Other,en
2.2 Career Paths for Testers,14.039999961853027,0,0,482.13702392578125,6,H2,en
"Building on the Foundation Level, the Agile Tester Extension supports the definition of career paths for",9.960000038146973,0,0,506.3230285644531,6,Other,en
professional testers. A person with the Agile Tester certificate has extended the broad understanding of,9.960000038146973,0,0,506.3230285644531,6,Other,en
testing acquired at the Foundation Level to enable him or her to work effectively as a professional tester in,9.960000038146973,0,0,506.3230285644531,6,Other,en
an Agile project.,9.960000038146973,0,0,506.3230285644531,6,Other,en
People possessing an ISTQB Foundation Level Extension – Agile Tester certificate may use the Certified,12.0,0,0,563.8419189453125,6,Other,en
Tester Foundation Level acronym CTFL-AT.,9.960000038146973,0,0,563.8419189453125,6,Other,en
2.3 Learning Objectives,14.039999961853027,0,0,611.2869873046875,6,H2,en
"In general, the Foundation Level syllabus is examinable at a K1 level, i.e., the candidate will recognize,",9.960000038146973,0,0,635.4730224609375,6,Other,en
remember and recall terms and concepts stated in the Foundation Level syllabus.,9.960000038146973,0,0,635.4730224609375,6,Other,en
"In addition, all Foundation Level syllabus learning objectives are examinable at the same K- level in an",9.960000038146973,0,0,669.9146728515625,6,Other,en
extension exam.,9.960000038146973,0,0,669.9146728515625,6,Other,en
Version 2014,9.960000038146973,0,0,718.6891479492188,6,Other,en
Page 7 of 12,9.960000038146973,0,0,718.6891479492188,6,Other,en
"May 31, 2014",9.960000038146973,0,0,718.6891479492188,6,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,6,Other,en
Qualifications Board,9.960000038146973,0,0,59.972991943359375,7,Other,en
"<image: DeviceRGB, width: 200, height: 143, bpc: 8>",12.0,0,0,31.700023651123047,7,Other,en
International,9.960000038146973,0,0,36.933013916015625,7,Other,en
Overview,12.0,0,0,36.933013916015625,7,Title,en
Software Testing,9.960000038146973,0,0,36.933013916015625,7,Other,en
Foundation Level Extension – Agile Tester,12.0,0,0,56.733001708984375,7,Other,en
"That said, each extension level exam focuses on the learning objectives defined in that extension",9.960000038146973,0,0,107.15298461914062,7,Other,en
"syllabus. The relevant learning objectives at K1, K2, and K3 levels are provided at the beginning of each",9.960000038146973,0,0,107.15298461914062,7,Other,en
chapter within each particular extension syllabus.,9.960000038146973,0,0,107.15298461914062,7,Other,en
2.4 Entry Requirements,14.039999961853027,0,0,154.6070098876953,7,H2,en
"To be able to participate in a Foundation Level Extension – Agile Tester exam, candidates must have",12.0,0,0,178.79299926757812,7,Other,en
obtained the ISTQB Foundation Level certificate.,9.960000038146973,0,0,178.79299926757812,7,Other,en
2.5 Structure and Course Duration,14.039999961853027,0,0,214.7270050048828,7,H2,en
The Foundation Level Extension – Agile Tester syllabus has no shared or common elements with the,12.0,0,0,238.94302368164062,7,Other,en
Foundation Level syllabus.,9.960000038146973,0,0,238.94302368164062,7,Other,en
The syllabi must be taught in the following minimum number of days:,9.960000038146973,0,0,273.3847351074219,7,Other,en
Syllabus,9.960000038146973,1,0,299.8327941894531,7,Other,en
Days,9.960000038146973,1,0,299.8327941894531,7,Other,en
Baseline: Foundation,9.960000038146973,0,0,317.9029846191406,7,Other,en
3,9.960000038146973,0,0,317.9029846191406,7,Other,en
Extension: Agile Tester,9.960000038146973,0,0,335.9029846191406,7,Other,en
2,9.960000038146973,0,0,335.9029846191406,7,Other,en
The following figure shows the structure of the Agile Tester Extension and its relationship to the,9.960000038146973,0,0,365.4230041503906,7,Other,en
Foundation Level.,9.960000038146973,0,0,365.4230041503906,7,Other,en
"<image: DeviceRGB, width: 1125, height: 837, bpc: 8>",12.0,0,0,401.3000183105469,7,Other,en
Version 2014,9.960000038146973,0,0,718.6878662109375,7,Other,en
Page 8 of 12,9.960000038146973,0,0,718.6878662109375,7,Other,en
"May 31, 2014",9.960000038146973,0,0,718.6878662109375,7,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,7,Other,en
Qualifications Board,9.960000038146973,0,0,59.972991943359375,8,Other,en
"<image: DeviceRGB, width: 200, height: 143, bpc: 8>",12.0,0,0,31.700023651123047,8,Other,en
International,9.960000038146973,0,0,36.933013916015625,8,Other,en
Overview,12.0,0,0,36.933013916015625,8,Title,en
Software Testing,9.960000038146973,0,0,36.933013916015625,8,Other,en
Foundation Level Extension – Agile Tester,12.0,0,0,56.733001708984375,8,Other,en
2.6 Keeping It Current,14.039999961853027,0,0,131.5669708251953,8,H2,en
The software industry changes rapidly. To deal with these changes and to provide the stakeholders with,9.960000038146973,0,0,155.75302124023438,8,Other,en
"access to relevant and current information, the ISTQB working groups have created links on the",9.960000038146973,0,0,155.75302124023438,8,Other,en
"www.istqb.org web site which refer to supporting documents, changes to standards and new occurrences",9.960000038146973,0,0,155.75302124023438,8,Other,en
in the industry. This information is not examinable under this syllabus.,9.960000038146973,0,0,155.75302124023438,8,Other,en
Version 2014,9.960000038146973,0,0,718.7025756835938,8,Other,en
Page 9 of 12,9.960000038146973,0,0,718.7025756835938,8,Other,en
"May 31, 2014",9.960000038146973,0,0,718.7025756835938,8,Other,en
© International Software Testing Qualifications Board,6.0,0,0,735.8699951171875,8,Other,en
Qualifications Board,9.960000038146973,0,0,59.972991943359375,9,Other,en
"<image: DeviceRGB, width: 200, height: 143, bpc: 8>",12.0,0,0,31.700023651123047,9,Other,en
International,9.960000038146973,0,0,36.933013916015625,9,Other,en
Overview,12.0,0,0,36.933013916015625,9,Title,en
Software Testing,9.960000038146973,0,0,36.933013916015625,9,Other,en
Foundation Level Extension – Agile Tester,12.0,0,0,56.733001708984375,9,Other,en
3. Overview of the Foundation Level Extension – Agile Tester,12.0,0,0,117.14299011230469,9,H1,en
Syllabus,15.960000038146973,1,0,117.14299011230469,9,Other,en
3.1 Business Outcomes,14.039999961853027,0,0,185.5669708251953,9,H2,en
This section lists the Business Outcomes expected of a candidate who has achieved the Foundation Level,9.960000038146973,0,0,209.75302124023438,9,Other,en
Extension – Agile Tester certification.,12.0,0,0,209.75302124023438,9,Other,en
An Agile Tester can…,9.960000038146973,0,0,244.44369506835938,9,Other,en
AFM1,9.960000038146973,0,0,267.2629699707031,9,Other,en
Collaborate in a cross-functional Agile team being familiar with principles and basic,9.960000038146973,0,0,267.2629699707031,9,Other,en
practices of Agile software development.,9.960000038146973,0,0,267.2629699707031,9,Other,en
AFM2,9.960000038146973,0,0,301.822998046875,9,Other,en
Adapt existing testing experience and knowledge to Agile values and principles.,9.960000038146973,0,0,301.822998046875,9,Other,en
AFM3,9.960000038146973,0,0,326.7829895019531,9,Other,en
Support the Agile team in planning test-related activities.,9.960000038146973,0,0,326.7829895019531,9,Other,en
AFM4,9.960000038146973,0,0,351.8630065917969,9,Other,en
Apply relevant methods and techniques for testing in an Agile project.,9.960000038146973,0,0,351.8630065917969,9,Other,en
AFM5,9.960000038146973,0,0,376.9429931640625,9,Other,en
Assist the Agile team in test automation activities.,9.960000038146973,0,0,376.9429931640625,9,Other,en
AFM6,9.960000038146973,0,0,402.0429992675781,9,Other,en
"Assist business stakeholders in defining understandable and testable user stories,",9.960000038146973,0,0,402.0429992675781,9,Other,en
"scenarios, requirements and acceptance criteria as appropriate.",9.960000038146973,0,0,402.0429992675781,9,Other,en
AFM7,9.960000038146973,0,0,436.4830017089844,9,Other,en
Work and share information with other team members using effective communication,9.960000038146973,0,0,436.4830017089844,9,Other,en
styles and channels.,9.960000038146973,0,0,436.4830017089844,9,Other,en
"In general, a Certified Tester Foundation Level – Agile Tester is expected to have acquired the necessary",12.0,0,0,483.1629943847656,9,Other,en
skills to working effectively within an Agile team and environment.,9.960000038146973,0,0,483.1629943847656,9,Other,en
3.2 Content,14.039999961853027,0,0,530.6170043945312,9,H2,en
Chapter 1: Agile Software Development,9.960000038146973,0,0,554.8330078125,9,Other,en
,9.960000038146973,0,0,554.8330078125,9,Other,en
The tester should remember the basic concept of Agile software development based on the Agile,9.960000038146973,0,0,554.8330078125,9,Other,en
Manifesto.,9.960000038146973,0,0,554.8330078125,9,Other,en
,9.960000038146973,0,0,554.8330078125,9,Other,en
The tester should understand the advantages of the whole-team approach and the benefits of,9.960000038146973,0,0,554.8330078125,9,Other,en
early and frequent feedback.,9.960000038146973,0,0,554.8330078125,9,Other,en
,9.960000038146973,0,0,554.8330078125,9,Other,en
The tester should recall Agile software development approaches.,9.960000038146973,0,0,554.8330078125,9,Other,en
,9.960000038146973,0,0,554.8330078125,9,Other,en
The tester should be able to write testable user stories in collaboration with developers and,9.960000038146973,0,0,554.8330078125,9,Other,en
business representatives.,9.960000038146973,0,0,554.8330078125,9,Other,en
,9.960000038146973,0,0,554.8330078125,9,Other,en
The tester should understand how retrospectives can be used as a mechanism for process,9.960000038146973,0,0,554.8330078125,9,Other,en
improvement in Agile projects.,9.960000038146973,0,0,554.8330078125,9,Other,en
,9.960000038146973,0,0,554.8330078125,9,Other,en
The tester should understand the use and purpose of continuous integration.,9.960000038146973,0,0,554.8330078125,9,Other,en
,9.960000038146973,0,0,554.8330078125,9,Other,en
"The tester should know the differences between iteration and release planning, and how a tester",9.960000038146973,0,0,554.8330078125,9,Other,en
